dataset,method,family,seed,n_total,n_train,n_test,d,host,pid,rss_start_mb,rmse_test,mae_test,r2_test,nrmse_test,n_fits,fit_time_s,best_hp,used_defaults,used_constant_predictor,error,rss_peak_mb,rss_end_mb,rss_advisory_exceeded
energy_efficiency,random_forest,tree,2,768,614,154,8,5129-185601-qvgdtemg-172-21-0-50,398813,351.76171875,0.4615336004031741,0.3244888055040161,0.9978907205292415,0.0457904146539558,103,21.992923202000384,"{'max_depth': 12, 'max_features': 0.7952211452700858, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,352.75390625,352.80859375,False
cars,random_forest,tree,2,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,398800,351.5,2339.2748683601435,1602.4536994771515,0.9438754707422474,0.2368013282825855,94,22.92716156500046,"{'max_depth': 12, 'max_features': 0.49204104651613106, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,352.46484375,352.46484375,False
energy_efficiency,random_forest,tree,3,768,614,154,8,5129-185601-qvgdtemg-172-21-0-50,398819,353.0703125,0.5304696790244634,0.3367964743764181,0.9971372370539012,0.0524141977308348,103,22.646573717000138,"{'max_depth': 18, 'max_features': 0.9189477328341589, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,354.0234375,354.0234375,False
student_performance_por,random_forest,tree,3,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,398789,352.96484375,2.5651861834010767,1.830603596292032,0.295586564631757,0.7845189300262359,61,22.5872265879998,"{'max_depth': 13, 'max_features': 0.6350206876308538, 'min_samples_split': 4, 'min_samples_leaf': 1}",False,False,,353.8984375,353.8984375,False
cps88wages,random_forest,tree,2,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,398726,351.56640625,298.43300457657824,217.41538556521925,0.4188198937547217,0.7174739794201337,70,22.760397135999483,"{'max_depth': 11, 'max_features': 0.407951134484785, 'min_samples_split': 27, 'min_samples_leaf': 7}",False,False,,352.578125,352.578125,False
QSAR_fish_toxicity,random_forest,tree,1,908,726,182,6,5129-185601-qvgdtemg-172-21-0-50,398795,349.17578125,0.7449827610149404,0.5705908184775237,0.6999344417169295,0.5056242803028489,91,22.8619968360008,"{'max_depth': 20, 'max_features': 0.11946416881433666, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,350.16796875,350.16796875,False
cars,random_forest,tree,1,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,398796,354.078125,2239.626571620675,1522.767001410598,0.949663109820281,0.2276267664400723,88,22.98101218500051,"{'max_depth': 12, 'max_features': 0.6197217083391395, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,354.92578125,354.92578125,False
energy_efficiency,random_forest,tree,4,768,614,154,8,5129-185601-qvgdtemg-172-21-0-50,398826,353.68359375,0.4239071019543965,0.2940861298701294,0.9983456734409064,0.0424196611784892,112,24.38762136399964,"{'max_depth': 17, 'max_features': 0.9287503747905435, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,354.67578125,354.67578125,False
QSAR_fish_toxicity,random_forest,tree,0,908,726,182,6,5129-185601-qvgdtemg-172-21-0-50,398821,348.484375,0.7543356995238701,0.5697153786757199,0.7003349649235433,0.5119323121724368,94,23.91371851799977,"{'max_depth': 24, 'max_features': 0.3040962755847534, 'min_samples_split': 5, 'min_samples_leaf': 1}",False,False,,349.44140625,349.44140625,False
health_insurance,random_forest,tree,2,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,398688,352.75390625,14.401593865841226,11.073764589352724,0.4075390190528779,0.7697139775002465,34,24.62657505199968,"{'max_depth': 18, 'max_features': 0.4185489781094299, 'min_samples_split': 11, 'min_samples_leaf': 20}",False,False,,353.78125,353.78125,False
cps88wages,random_forest,tree,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,398719,352.87890625,324.77763669963394,228.55492598240824,0.3804823618733804,0.7902714939395611,70,24.11328697600038,"{'max_depth': 9, 'max_features': 0.5254473382612957, 'min_samples_split': 17, 'min_samples_leaf': 10}",False,False,,353.796875,353.796875,False
cars,random_forest,tree,4,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,398792,351.5078125,2277.127821605854,1643.406032291993,0.954246679862598,0.2353101969693686,103,24.11545634600043,"{'max_depth': 8, 'max_features': 0.9328646931968427, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,352.47265625,352.47265625,False
cps88wages,random_forest,tree,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,398729,353.3125,295.9656745985858,218.6664914675912,0.3925975090101101,0.7067674078530602,79,24.77134119099992,"{'max_depth': 18, 'max_features': 0.38823324336751813, 'min_samples_split': 29, 'min_samples_leaf': 10}",False,False,,354.23828125,354.23828125,False
cars,random_forest,tree,3,804,643,161,17,5129-185601-qvgdtemg-172-21-0-50,398808,343.70703125,2363.7290211327254,1630.1027899592473,0.9435668393396994,0.2398164638857981,103,24.382579604000057,"{'max_depth': 18, 'max_features': 0.5948580810210606, 'min_samples_split': 4, 'min_samples_leaf': 2}",False,False,,344.625,344.625,False
student_performance_por,random_forest,tree,1,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,398806,350.17578125,2.310003066122809,1.6804953114675278,0.3490711818386209,0.6971909726477347,67,24.35237067399976,"{'max_depth': 17, 'max_features': 0.3918269842504607, 'min_samples_split': 8, 'min_samples_leaf': 1}",False,False,,351.140625,351.140625,False
QSAR_fish_toxicity,random_forest,tree,3,908,726,182,6,5129-185601-qvgdtemg-172-21-0-50,398811,347.33984375,0.8758925646412894,0.6373004489956884,0.6557809548192011,0.6060921061757285,100,24.808391599999595,"{'max_depth': 23, 'max_features': 0.4594648513344638, 'min_samples_split': 8, 'min_samples_leaf': 1}",False,False,,348.4296875,348.4296875,False
cps88wages,random_forest,tree,1,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,398723,352.80859375,303.54749204138466,223.4023471478241,0.375134071905534,0.7270214450031993,82,25.6689977039996,"{'max_depth': 13, 'max_features': 0.4114404853046765, 'min_samples_split': 30, 'min_samples_leaf': 3}",False,False,,353.765625,353.765625,False
student_performance_por,random_forest,tree,0,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,398794,352.40234375,2.3205017422119485,1.8596479893764315,0.2072244825568054,0.6916575212880913,61,25.85446880200016,"{'max_depth': 13, 'max_features': 0.6717070889372222, 'min_samples_split': 13, 'min_samples_leaf': 3}",False,False,,353.3515625,353.3515625,False
airfoil_self_noise,random_forest,tree,3,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-50,398797,351.484375,1.9125843567202512,1.3867451256635546,0.9247053783421104,0.2780901440111734,88,26.99387476499942,"{'max_depth': 17, 'max_features': 0.6687652824783014, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,356.16015625,365.5234375,False
QSAR_fish_toxicity,random_forest,tree,4,908,726,182,6,5129-185601-qvgdtemg-172-21-0-50,398831,352.16015625,0.853213807771788,0.6334985875886976,0.6132153043663573,0.5784702742278525,118,26.4888367880003,"{'max_depth': 18, 'max_features': 0.39560057346495175, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,353.12109375,353.12109375,False
socmob,random_forest,tree,2,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,398764,352.453125,17.79886250598728,6.954743391630974,0.8459204189065982,0.4472261183504302,85,26.547731086999192,"{'max_depth': 13, 'max_features': 0.6064372669086541, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,353.4375,353.4375,False
student_performance_por,random_forest,tree,2,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,398798,353.4765625,2.884456463290572,1.9853879959973828,0.2124702142448296,0.8977018104112897,88,27.247825322000608,"{'max_depth': 19, 'max_features': 0.8705033238337267, 'min_samples_split': 22, 'min_samples_leaf': 3}",False,False,,354.40625,354.40625,False
socmob,random_forest,tree,4,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,398753,353.9453125,16.007067238195518,5.987429550411001,0.8741465513898301,0.4014604512779333,85,27.27037835200008,"{'max_depth': 23, 'max_features': 0.5939014339462648, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,354.8515625,354.8515625,False
health_insurance,random_forest,tree,4,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,398694,353.83203125,13.768578429052592,10.451390961318875,0.4104334930237772,0.7298945815328934,52,27.633400548999816,"{'max_depth': 23, 'max_features': 0.4690912268813149, 'min_samples_split': 24, 'min_samples_leaf': 14}",False,False,,354.75,354.75,False
airfoil_self_noise,random_forest,tree,0,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-50,398781,350.58984375,1.548245467356807,1.116131041157045,0.9468317455829904,0.2234478326848814,82,27.4364501809996,"{'max_depth': 18, 'max_features': 0.9146094055871714, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,355.171875,364.24609375,False
brazilian_houses,random_forest,tree,4,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,398668,354.58984375,2570.670340896446,1563.374082418967,0.6534218378616984,0.2992267370808437,52,30.92770447400017,"{'max_depth': 14, 'max_features': 0.37810825593585806, 'min_samples_split': 22, 'min_samples_leaf': 7}",False,False,,355.4609375,355.4609375,False
health_insurance,random_forest,tree,1,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,398675,349.765625,14.631990542920478,11.296328315492334,0.3699488906961198,0.7791516354450985,46,29.81593206300022,"{'max_depth': 7, 'max_features': 0.9453610755577493, 'min_samples_split': 3, 'min_samples_leaf': 8}",False,False,,350.73046875,350.73046875,False
airfoil_self_noise,random_forest,tree,4,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-50,398782,351.35546875,2.0566942396859385,1.5398329701403253,0.9138012675829283,0.2995128467454644,112,29.616607203999592,"{'max_depth': 13, 'max_features': 0.5625827141699818, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,352.28515625,354.2265625,False
auction_verification,random_forest,tree,4,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,398748,340.0859375,1146.791326905361,534.1239850320728,0.9879088113574132,0.1107098995691185,82,29.921789572000307,"{'max_depth': 18, 'max_features': 0.739669358233927, 'min_samples_split': 4, 'min_samples_leaf': 1}",False,False,,363.14453125,355.77734375,False
concrete_compressive_strength,random_forest,tree,3,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-50,398805,350.953125,4.928660954444802,3.431054992263071,0.9088667820394928,0.2937133495952263,94,30.22041434899984,"{'max_depth': 24, 'max_features': 0.5283908972615445, 'min_samples_split': 5, 'min_samples_leaf': 1}",False,False,,351.94140625,351.94140625,False
socmob,random_forest,tree,1,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,398767,351.93359375,13.965991237783491,5.6279691542217245,0.787556000217537,0.3232644511698695,94,31.699989318000007,"{'max_depth': 16, 'max_features': 0.8091718133557282, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,352.78515625,352.78515625,False
socmob,random_forest,tree,3,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,398759,350.73828125,16.919228455281175,6.026923566424083,0.7770933204217415,0.4012246406658178,94,30.63880753600006,"{'max_depth': 12, 'max_features': 0.7024754866318362, 'min_samples_split': 12, 'min_samples_leaf': 1}",False,False,,351.7109375,351.7109375,False
health_insurance,random_forest,tree,0,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,398683,352.74609375,14.59146345925592,11.42909644995756,0.3812704479657047,0.7781982682625983,61,31.849878277000244,"{'max_depth': 16, 'max_features': 0.44761113420041254, 'min_samples_split': 6, 'min_samples_leaf': 14}",False,False,,353.79296875,353.79296875,False
airfoil_self_noise,random_forest,tree,1,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-50,398787,353.203125,1.7600901796121016,1.2449386374672229,0.940186430251929,0.2581690911932914,100,31.06267000300068,"{'max_depth': 19, 'max_features': 0.940179298476568, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,355.66796875,364.9375,False
socmob,random_forest,tree,0,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,398755,351.03125,6.849450444875529,3.6603947750601016,0.938370703211508,0.1569619001078541,88,31.352554940999653,"{'max_depth': 20, 'max_features': 0.5870260679535784, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,351.953125,354.46875,False
auction_verification,random_forest,tree,1,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,398752,352.859375,1187.4187946566542,568.5757981424871,0.987104037353312,0.1147074676094811,85,31.55230655899959,"{'max_depth': 21, 'max_features': 0.815825132380295, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,362.49609375,374.3125,False
concrete_compressive_strength,random_forest,tree,1,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-50,398817,351.96875,4.557876284430823,3.179596169713104,0.9259435683882372,0.2731854871615531,97,32.24687805399935,"{'max_depth': 20, 'max_features': 0.745865408387744, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,352.96484375,354.4296875,False
concrete_compressive_strength,random_forest,tree,2,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-50,398810,352.27734375,5.059352077382953,3.355526720246871,0.9128711644520896,0.3050562129960549,106,32.3614012930002,"{'max_depth': 13, 'max_features': 0.6502301069765479, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,353.19140625,353.19140625,False
auction_verification,random_forest,tree,3,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,398732,353.47265625,1247.124917930674,577.3971227229177,0.9858994949592702,0.120651633945288,97,32.41836033299933,"{'max_depth': 19, 'max_features': 0.7609058010336714, 'min_samples_split': 5, 'min_samples_leaf': 1}",False,False,,354.3984375,354.3984375,False
auction_verification,random_forest,tree,0,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,398728,353.48828125,985.3953117180356,474.5045742021064,0.9918873498847348,0.0964740745663677,82,33.186086515999705,"{'max_depth': 20, 'max_features': 0.9637729119680476, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,370.86328125,374.80859375,False
auction_verification,random_forest,tree,2,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,398745,339.12109375,973.5194712145772,478.5867753096524,0.9918334712614288,0.0947899424981574,109,33.24094096600038,"{'max_depth': 11, 'max_features': 0.9261260781263654, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,348.25,350.75,False
airfoil_self_noise,random_forest,tree,2,1503,1202,301,5,5129-185601-qvgdtemg-172-21-0-50,398791,351.1015625,1.943735807231412,1.4141617969191522,0.9118737648346482,0.2784460953492386,121,33.47820803400009,"{'max_depth': 12, 'max_features': 0.7765238801360934, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,352.76171875,358.390625,False
brazilian_houses,random_forest,tree,2,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,398654,352.03515625,2477.9743795553145,1633.668519522842,0.7167891036929703,0.2896595982508793,49,36.34366705299999,"{'max_depth': 12, 'max_features': 0.7275022344798948, 'min_samples_split': 30, 'min_samples_leaf': 6}",False,False,,352.96484375,352.96484375,False
concrete_compressive_strength,random_forest,tree,4,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-50,398802,351.04296875,4.565230247392201,3.3651284109507364,0.9198713350580288,0.2711570120834363,112,35.0765987220002,"{'max_depth': 25, 'max_features': 0.6594923543134243, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,355.26953125,355.55078125,False
brazilian_houses,random_forest,tree,1,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,398657,354.08203125,2769.415044792921,1667.0729110468692,0.5879115506966768,0.3220502514051164,55,36.23053384300056,"{'max_depth': 12, 'max_features': 0.6028208456011764, 'min_samples_split': 6, 'min_samples_leaf': 6}",False,False,,354.96875,354.96875,False
Moneyball,random_forest,tree,1,1232,985,247,72,5129-185601-qvgdtemg-172-21-0-50,398711,352.18359375,23.00283177055717,18.109989704226432,0.9379831339694028,0.2520662910053021,70,36.90298736800014,"{'max_depth': 12, 'max_features': 0.47985556838169974, 'min_samples_split': 7, 'min_samples_leaf': 1}",False,False,,353.12890625,353.12890625,False
concrete_compressive_strength,random_forest,tree,0,1030,824,206,8,5129-185601-qvgdtemg-172-21-0-50,398801,351.9609375,4.577815826347038,3.324834414521692,0.9275285555550148,0.2755903625021911,109,37.046557618000406,"{'max_depth': 16, 'max_features': 0.6953667808174446, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,353.05859375,354.32421875,False
health_insurance,random_forest,tree,3,2500,2000,500,25,5129-185601-qvgdtemg-172-21-0-50,398687,352.21484375,15.06334170116588,11.33029977351136,0.3467534376588808,0.8046444989479026,88,38.89001546300005,"{'max_depth': 13, 'max_features': 0.5392671079521336, 'min_samples_split': 26, 'min_samples_leaf': 11}",False,False,,353.1328125,353.1328125,False
brazilian_houses,random_forest,tree,0,2500,2000,500,49,5129-185601-qvgdtemg-172-21-0-50,398674,354.71484375,2287.908758714592,1452.9714910548353,0.750042234185766,0.2671179892761717,70,41.58225857199977,"{'max_depth': 25, 'max_features': 0.8924148503638534, 'min_samples_split': 24, 'min_samples_leaf': 21}",False,False,,355.60546875,355.60546875,False
Moneyball,random_forest,tree,2,1232,985,247,72,5129-185601-qvgdtemg-172-21-0-50,398700,353.71875,23.793404442088868,18.945187709636308,0.9364921859173848,0.2630126359763988,94,40.78386320899972,"{'max_depth': 25, 'max_features': 0.4877327679560832, 'min_samples_split': 2, 'min_samples_leaf': 2}",False,False,,354.65234375,354.65234375,False
Moneyball,random_forest,tree,3,1232,985,247,72,5129-185601-qvgdtemg-172-21-0-50,398713,352.06640625,24.21369192064913,19.44113731421581,0.9332712665601642,0.2663791047610909,88,41.22327142599988,"{'max_depth': 14, 'max_features': 0.43629211226873443, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,352.98046875,353.265625,False
red_wine,random_forest,tree,3,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,398790,349.9765625,0.5798345058872484,0.4204376171949759,0.4966047469422442,0.7209212875014918,91,42.98006938200069,"{'max_depth': 17, 'max_features': 0.2826206366309504, 'min_samples_split': 3, 'min_samples_leaf': 2}",False,False,,350.9140625,350.9140625,False
Moneyball,random_forest,tree,0,1232,985,247,72,5129-185601-qvgdtemg-172-21-0-50,398708,351.71875,24.07581538854742,19.353005107747126,0.9348376801401636,0.2652211025060529,67,42.44766329600043,"{'max_depth': 12, 'max_features': 0.4745519158338989, 'min_samples_split': 3, 'min_samples_leaf': 1}",False,False,,355.796875,355.796875,False
combined_cycle_power_plant,random_forest,tree,1,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,398788,349.78515625,3.9067896521233534,2.8907806796646467,0.949930014999428,0.2306433217420703,91,42.84380975299973,"{'max_depth': 13, 'max_features': 0.5263606391323288, 'min_samples_split': 2, 'min_samples_leaf': 1}",False,False,,365.85546875,370.296875,False
